chess_piece	AtLocation	corner_of_two_street
give_clue	HasPrerequisite	whisper
plasmon	RelatedTo	quantum
mow	RelatedTo	knock
broad_mind	Synonym	dispassionate
blue_green_alga	DerivedFrom	blue_green
passionate	RelatedTo	passion
orange_juice	IsA	acidic
function/n	IsA	quantity/n
perspicuous	RelatedTo	inference
bombardment	DerivedFrom	bombard
rationalize	RelatedTo	systematic
have_asthma_attack	Causes	cough
fanvid	IsA	fanwork
bench/n	IsA	birth/n
electrostatics	EtymologicallyDerivedFrom	static
ji	RelatedTo	indonesia
articulation/n	IsA	communication/n
something_find_outside	IsA	fresh_air
turbidity	RelatedTo	turbid
quarter/n	IsA	time_period/n
sidetrack	RelatedTo	subordinate
gyp	RelatedTo	swindle
draught	RelatedTo	draft
jug	RelatedTo	stopper
medicinal_finger	Synonym	marriage_finger
gel	RelatedTo	colloid
social_science	RelatedTo	economics
weight/n	IsA	defense/n
gelatin	RelatedTo	filter
jaundice	RelatedTo	feces
log	IsA	physical_event
indelible	RelatedTo	blot
modern_art	AtLocation	art_show
happen/v	DerivedFrom	offspring/n
electromagnetic_radiation	RelatedTo	electromagnetic_pulse
live_life	UsedFor	enjoy_yourself
hand_luggage	IsA	luggage
rastafarianism	IsA	commitment/n
astute	Synonym	ingenious
legume	IsA	biological_order
intestine	RelatedTo	colon
juvenile	RelatedTo	mature
newbie	RelatedTo	participant
rugby	RelatedTo	warwickshire
deal/n	IsA	committee/n
focus/n	IsA	end/n
douglas	RelatedTo	new_brunswick
roleplay	DerivedFrom	role
outstanding	RelatedTo	distinguish
quick	RelatedTo	raw
populate/v	IsA	operate/v
wait_room	RelatedTo	person
alacrity/n	IsA	medium/n
eruption	RelatedTo	lava
sib	RelatedTo	sibling
stand_in_line	HasSubevent	yawn
ineffable	RelatedTo	indescribable
ground	RelatedTo	collision
meteoritics	EtymologicallyDerivedFrom	meteor
leisure	RelatedTo	recreation
rector	RelatedTo	parish
prophesy	DerivedFrom	prophet
norfolk	RelatedTo	eastern
echidna	IsA	terrestrial_organism
easter	RelatedTo	maundy_thursday
comme_ci_comme_ça	Synonym	average
propose	Synonym	proffer
wone	RelatedTo	dwell
lackadaisical	RelatedTo	enthusiasm
cheddar	RelatedTo	cash
baroque	RelatedTo	ornamentation
imply/v	IsA	prevent/v
yield/v	DerivedFrom	wage/n
hot/a	Antonym	neutral
relapse	RelatedTo	recur
acceptance/n	IsA	pull/n
windmill	IsA	fix_freestanding_structure
teaspoon	AtLocation	cafe
cocker_spaniel	IsA	canine/n
afro_american	EtymologicallyDerivedFrom	afro
sincere	RelatedTo	doe
challenge	RelatedTo	juror
octave	IsA	standard/n
rend	RelatedTo	asunder
leave_hand	RelatedTo	anticlockwise
fee/v	IsA	destroy/v
anemone	AtLocation	aquarium
agronomy	RelatedTo	soil_science
slipper	Synonym	loafer
abrogate/v	Synonym	subvert
hog	RelatedTo	bike
entryway	AtLocation	shop_mall
sacred	RelatedTo	solemn
meth	RelatedTo	tramp
hospitable	RelatedTo	cordial
infer	RelatedTo	inflict
entomology	RelatedTo	grasshopper
elaborate	EtymologicallyDerivedFrom	labour
sit/v	IsA	be/v
cash	RelatedTo	paper_money
garrulous	RelatedTo	tiresome
alter	IsA	take_care_of
cyclohexane	RelatedTo	benzene
auspicious	EtymologicallyDerivedFrom	auspice
hiss	RelatedTo	hiss
beautiful/a	Synonym	lovely
halter	IsA	abstract_level
authority/n	IsA	physical_phenomenon/n
size/n	IsA	status/n
clip/n	IsA	commerce/n
lard	RelatedTo	strew
assign	RelatedTo	designate
diaper	IsA	man_make_object
syncline	EtymologicallyDerivedFrom	lean
direct_current	IsA	electric_current
trail/n	IsA	nutriment/n
call/v	IsA	have/v
iffy	Synonym	uncertain
observation/n	IsA	awareness/n
poignant	RelatedTo	pierce
circumcise	RelatedTo	clitoris
snarky	EtymologicallyDerivedFrom	snore
jellyfish	AtLocation	los_angeles
studio	RelatedTo	establishment
maroon	RelatedTo	negro
chinook	RelatedTo	rocky_mountain
boxer_short	RelatedTo	jockey
table/n	IsA	furniture/n
lean	RelatedTo	slim
continue/v	IsA	fasten/v
opt_out	RelatedTo	choose
executable	RelatedTo	interpreter
coat/n	PartOf	mammal/n
enjoy_company_of_friend	MotivatedByGoal	companionship
kettle	RelatedTo	tell
mister	EtymologicallyDerivedFrom	mist
goofball	RelatedTo	pharmaceutical
freezer	ReceivesAction	find_in_house
delete/v	Synonym	obliterate
national_park/n	IsA	room/n
operation/n	IsA	product/n
avert	RelatedTo	avert
robe	RelatedTo	bodice
network_program	IsA	computer_program
reel	RelatedTo	acquire
commit_to_memory	Causes	blush
caption	RelatedTo	captivate
attend/v	DerivedFrom	attendant/n
detestable	RelatedTo	hateful
bond/n	IsA	legal_document/n
learn_about_subject	HasSubevent	synergy
manner/n	IsA	attribute/n
telecommunication/n	IsA	communication/n
semitic_deity/n	HasContext	antiquity/n
apt	RelatedTo	prompt
play_lacrosse	Causes	keep_fit
wiggle	RelatedTo	squirm
insinuate	Synonym	infuse
invest	RelatedTo	financial
epidermal	RelatedTo	epidermis
stick_plaster	AtLocation	shop_mall
water_down	RelatedTo	weaken
mystic	RelatedTo	arcane
miss	RelatedTo	absence
iota	RelatedTo	inconsiderable
boyfriend	Synonym	significant_other
speedful	RelatedTo	efficient
passion	RelatedTo	patience
pitchfork	AtLocation	countryside
travel/n	Synonym	traffic
supercharge	RelatedTo	internal_combustion_engine
bewitch	EtymologicallyDerivedFrom	vicinity
apprehension	RelatedTo	faculty
appraiser	IsA	adult_worker
chalk	RelatedTo	airborne
hemisphere	RelatedTo	southern_hemisphere
clever	MotivatedByGoal	get_away_with_crime
virtual	RelatedTo	nearly
academy/n	IsA	occupation/n
barb	RelatedTo	inflame
cantankerous	RelatedTo	cranky
inflame	RelatedTo	provoke
casket	RelatedTo	urn
where	RelatedTo	wherever
liquefy_petroleum_gas	RelatedTo	propane
respect/v	IsA	convert/v
toothpaste	AtLocation	at_airport
anyone	CapableOf	fall_in_love
make_grow	HasPrerequisite	rub
teleportation	RelatedTo	fictional
nonexistent	EtymologicallyDerivedFrom	none
syphilis	IsA	pathogen
serve_dish	RelatedTo	platter
person	NotDesires	difficulty
adaptativeness	RelatedTo	adaptiveness
tongue/n	IsA	business/n
slice	RelatedTo	quick
issue/v	IsA	delegate/v
end/v	DerivedFrom	end/n
obsessive	EtymologicallyDerivedFrom	hasty
sile	RelatedTo	herring
rent_apartment	AtLocation	basement
direction/n	IsA	path/n
old_man	IsA	body_movement
daffy	EtymologicallyDerivedFrom	daffodil
entire	RelatedTo	indentation
basil	RelatedTo	scavenge
go_outside_for_even	HasSubevent	chill
splenetic	DerivedFrom	spleen
shortwave	RelatedTo	wavelength
comforter	IsA	blanket
trim/n	IsA	score/n
soda	AtLocation	at_grocery_store
guitar	AtLocation	music_store
accumulate	Synonym	pile_up
injury/n	IsA	wrongdoing/n
grouchy	Synonym	tetchy
symphony_hall	AtLocation	new_york_city
settler	RelatedTo	uninhabited
petri_dish	RelatedTo	loose
terrace_rail	AtLocation	towel
tome	EtymologicallyDerivedFrom	tomato
though	RelatedTo	that
pub	UsedFor	fish_and_chip
obligate	RelatedTo	constrain
nuzzle	EtymologicallyDerivedFrom	loose
classic	RelatedTo	ancient_rome
vinyl	CreatedBy	corporation
menstrual_cycle	RelatedTo	menstruation
silent_sam	RelatedTo	dapper_dan
wonder	Synonym	marvel
lease/n	IsA	district/n
turn_around	RelatedTo	viewpoint
spiffy	RelatedTo	neat
most	RelatedTo	more
soda	AtLocation	populate_area
lease/v	IsA	exist/v
diazo	RelatedTo	aryl
tablet	RelatedTo	condense
offer/v	IsA	read/v
nazi	RelatedTo	holocaust
conformist	RelatedTo	nonconformist
trace/n	IsA	pull/n
frustrate	RelatedTo	useless
facial_expression	RelatedTo	countenance
separate/v	DerivedFrom	separation/n
realization	RelatedTo	realize
hose	HasProperty	tubular
fit/v	Causes	fit/v
duty/n	IsA	activity/n
vortex	RelatedTo	whirlwind
plant_order/n	IsA	quantity/n
slant	RelatedTo	lean
scare	RelatedTo	scary
navel	RelatedTo	remain
collide	Synonym	impact
medal	Synonym	medallion
from_time_to_time	RelatedTo	sometimes
pump	RelatedTo	handlebar
singular/a	Antonym	plural
swing/n	IsA	motion/n
protest	RelatedTo	against
west	RelatedTo	european_union
combine	Antonym	disunite
picture_frame	EtymologicallyDerivedFrom	picture_frame
isometric	EtymologicallyDerivedFrom	iso
miami	RelatedTo	arizona
doughnut	RelatedTo	flavour
touchy_feely	RelatedTo	romance
mustard	RelatedTo	pod
arbitrator	IsA	adjudicator
television_program	RelatedTo	anime
legion	RelatedTo	militia
spirituality	RelatedTo	ecclesiastic
rent	RelatedTo	weekly
scornful	RelatedTo	disrespect
isolate/v	IsA	begin/v
heat_towel_rack	AtLocation	towel
latin_america	RelatedTo	bolivia
moan	RelatedTo	grieve
scavenger	IsA	non_person_animal
herself	RelatedTo	her
hurdle	RelatedTo	obstacle
electric_fan	AtLocation	indiana
wait_in_line	HasSubevent	look_around
factual	RelatedTo	de_facto
shitty	RelatedTo	unpleasant
glut	RelatedTo	clog
timetable	AtLocation	bus_stop
strange_quark	RelatedTo	bottom_quark
hydrobromic_acid	RelatedTo	bromine
rattle	IsA	device_power_by_kinetic_energy
gel_toothpaste	UsedFor	brush_tooth
hit/v	DerivedFrom	hit/n
get_around	Synonym	go_around
colonel	RelatedTo	above
sinkhole	RelatedTo	underground
sell/n	IsA	agreement/n
totalitarianism	RelatedTo	absolute
invite	RelatedTo	encourage
mr	RelatedTo	m
neck/n	IsA	arrival/n
parkway	UsedFor	access
replication	Synonym	carbon_copy
flabbergast	Synonym	stagger
anesthetize	RelatedTo	anesthesia
run_errand	HasPrerequisite	go_outdoors
aggregate	RelatedTo	carpel
ice_pack	RelatedTo	sac
watertight	RelatedTo	airtight
leech_finger	RelatedTo	ring_finger
wage	RelatedTo	conduct
remembrance	Synonym	reminiscence
collect	RelatedTo	recreation
normal/a	Antonym	unconventional
tragedy	IsA	write_or_speak_work
look/v	IsA	join/v
tourist	EtymologicallyDerivedFrom	tour
chorus/n	IsA	choice/n
sentient	Antonym	insensate
fertilizer	RelatedTo	fertilize
off_cuff	RelatedTo	extemporaneous
mononucleosis	RelatedTo	fever
guest	AtLocation	entrance
seize/v	IsA	fix/v
place/n	IsA	proceed/n
magic_marker	Synonym	marker
crew	RelatedTo	recruit
average	RelatedTo	compute
mortar	RelatedTo	lime
lidar	RelatedTo	pulse
seal/v	IsA	specify/v
potassium_carbonate	RelatedTo	alkaline
adversity	RelatedTo	hardship
dignify	Synonym	prefer
outerspace	DefinedAs	outer_space
gimp	RelatedTo	neat
friendly	Synonym	benevolent
betray	RelatedTo	prove
must	Antonym	wont
roman_deity/n	IsA	deity/n
blog	RelatedTo	contribute
ruminant	RelatedTo	ungulate
settlement/n	Synonym	arrangement
extortion	Synonym	blackmail
smelt	RelatedTo	fusion
mary	RelatedTo	maya
paralyse	DerivedFrom	lysis
sensitive/a	SimilarTo	delicate/a
authorize_agreement	IsA	pact
cut_of_beef/n	IsA	transformation/n
wanton	RelatedTo	squander
create_art	MotivatedByGoal	creative
down_quark	RelatedTo	electric_charge
bibliophile	AtLocation	phone_book
fortune	RelatedTo	wealth
affluent	RelatedTo	plenteous
redress	RelatedTo	unjust
illyrian	IsA	human_language
forth	DerivedFrom	forth
correspondent	RelatedTo	person
naturalist/n	HasContext	zoology/n
charge_particle	RelatedTo	electric_charge
crumbly	EtymologicallyDerivedFrom	crumble
imprint	RelatedTo	impression
mediumwave	RelatedTo	receive
flood	RelatedTo	menses
munch	RelatedTo	casual
samuel	RelatedTo	hebrew
short/a	Antonym	deep
etiquette	RelatedTo	behavior
sofabed	AtLocation	la_vega
ready	RelatedTo	liable
theater	IsA	build_in
stigma	RelatedTo	hysteria
pill	UsedFor	medical_treatment
flat/a	Synonym	deflate
tennis_ball	UsedFor	recreation
modern_art	RelatedTo	collage
ice_hockey	IsA	publish_work
gibbon	IsA	non_person_animal
romanian	RelatedTo	romania
prey	RelatedTo	exert
fountain	IsA	information_bear_object
refusal	RelatedTo	drill
harden	Synonym	inure
ante	RelatedTo	poker
retaliate	RelatedTo	harmful
dysfunction	EtymologicallyDerivedFrom	dy
chronology	RelatedTo	timeline
sophistication	RelatedTo	logic
pair_of_pant	RelatedTo	sleeve
academician/n	DerivedFrom	academy/n
canny	RelatedTo	much
hawk	EtymologicallyDerivedFrom	hawker
spill/n	IsA	experience/n
barge	RelatedTo	jib
serialize	RelatedTo	byte
diesel_engine	RelatedTo	internal
display/n	IsA	relationship/n
maim	Synonym	garble
shyness	ReceivesAction	overcome
hook/v	IsA	store/v
jacket/n	IsA	management/n
hebrew	RelatedTo	jewish
algebraic_number	IsA	complex_number
drag	RelatedTo	cope
revolver	UsedFor	unload
take_examination	Causes	pass_course
pyroclastic	RelatedTo	compose
speed/n	IsA	rope/n
middle_eastern	RelatedTo	middle_east
wonky	RelatedTo	incorrect
render	RelatedTo	version
enjoy_film	HasPrerequisite	purchase_ticket
subtraction	RelatedTo	multiplier
recycle	IsA	action_perform_by_animal
issue/n	IsA	material/n
moisture	RelatedTo	moisten
endoscope	RelatedTo	examine
cut_down	RelatedTo	slay
sophistry	RelatedTo	deceptive
helmet/n	IsA	code/n
discourse	RelatedTo	discursive
flair	RelatedTo	distinctive
chalcedony	RelatedTo	transparent
imply/v	IsA	gain/v
skyscraper	IsA	fix_freestanding_structure
commendation	RelatedTo	approbation
corner_grocery	AtLocation	small_town
angle_bracket	DerivedFrom	bracket
watch/v	IsA	compete/v
sulky	Synonym	morose
thesis	RelatedTo	metrical_foot
laziness	DerivedFrom	laze
hug	IsA	paradise
return_to_work	Causes	meet_new_person
site/n	IsA	tract/n
cacodyl	RelatedTo	arsine
squishy	EtymologicallyDerivedFrom	squash
breed/n	IsA	animal/n
rack	Synonym	moisture
elevate/v	Antonym	diminish
lead/v	IsA	interact/v
funk	EtymologicallyDerivedFrom	fumigate
meteoroidal	RelatedTo	meteoric
ring_binder	AtLocation	office_supply_store
hindrance/n	IsA	perform_art/n
capture/v	IsA	remove/v
second_floor	IsA	basement
fight_inflation	HasSubevent	conserve
garden_hose	AtLocation	sear
floater	RelatedTo	speck
floater	RelatedTo	mote
gravity	RelatedTo	newton
mechanical_device/n	IsA	performance/n
sol	RelatedTo	colloid
misken	RelatedTo	mention
ornate	RelatedTo	flowery
dorado	RelatedTo	southern
hit_bottle	HasPrerequisite	put_on_shoe
existent	RelatedTo	extant
prayer	HasProperty	ineffectual
bar/n	IsA	physical_condition/n
familiar	RelatedTo	familial
ocean/n	IsA	body_of_water/n
bottle_water	RelatedTo	filter
expurgate	RelatedTo	useless
backpack	RelatedTo	strap
utility/n	IsA	work/n
bowl/n	IsA	depression/n
patriarch/n	IsA	subordinate/n
start/n	IsA	line/n
agree/v	IsA	accept/v
falter	RelatedTo	doubt
levulose	IsA	organic_matter
monoclinic	RelatedTo	oblique
diagonal/n	IsA	course/n
bracket	RelatedTo	category
squishy	RelatedTo	subjective
engage/a	Synonym	compel
limitation/n	IsA	destruction/n
adversity	RelatedTo	misfortune
take_examination	Causes	celebration
sparkle	RelatedTo	sparkle_wine
movie/n	IsA	show/n
socialize	HasFirstSubevent	open_mouth
transmit	RelatedTo	mechanism
qualify/v	DerivedFrom	character/n
festival	RelatedTo	festivity
mortgage	RelatedTo	monthly
turn_up	RelatedTo	appear
suspend/v	IsA	refer/v
miniskirt	DerivedFrom	skirt
sophy	EtymologicallyDerivedFrom	theosophy
accord	RelatedTo	harmony
notary_public	RelatedTo	authenticate
collate	RelatedTo	assemble
eco	RelatedTo	sensitive
babbler	RelatedTo	passerine
fuselage	RelatedTo	jet
blackout	RelatedTo	consciousness
bloat	RelatedTo	bloatware
gen	RelatedTo	generally
sneak	RelatedTo	informer
size/n	IsA	concept/n
ascorbic_acid	IsA	consumable_product
cone/n	IsA	artifact/n
hexalogy	RelatedTo	heptalogy
enmity	Synonym	animosity
hallway	IsA	construction_topic
brother/n	Antonym	sister/n
statue_of_liberty	IsA	landmark
tatter	RelatedTo	tatter
baronet	IsA	aristocrat
witch_hunt	EtymologicallyDerivedFrom	wick
glycolipid	EtymologicallyDerivedFrom	glyco
greatness	RelatedTo	genius
fungus_genus/n	IsA	taxonomic_group/n
transplantation	RelatedTo	donor
firecracker	RelatedTo	cracker
phenylene	DerivedFrom	graphene
record/n	IsA	signal/n
crunch	RelatedTo	crackle
set/v	IsA	transform/v
osmium_tetroxide	RelatedTo	powerful
incidental	RelatedTo	incident
positive/a	Antonym	uncertain
derogatory	Synonym	pejorative
exuberant	RelatedTo	enthusiastic
abbreviate	RelatedTo	contraction
lever/n	IsA	aid/n
sewer	IsA	single_purpose_device
masher	EtymologicallyDerivedFrom	mash
extend/v	IsA	continue/v
small_dog	AtLocation	dental_office
doomsday	RelatedTo	doomsday_weapon
polyvinyl_chloride	RelatedTo	polymerization
gunpowder	RelatedTo	formerly
sport_equipment	AtLocation	high_school
front_room	RelatedTo	reserve
land/n	PartOf	earth/n
crane	RelatedTo	tall
radiation/n	IsA	conductor/n
motive	RelatedTo	inspiration
relationship/n	DerivedFrom	relation/n
fuzz	AtLocation	rug
voyage	RelatedTo	journey
cutter	RelatedTo	inmate
dory	RelatedTo	silvery
use/n	IsA	mechanical_device/n
mattress	IsA	non_agentive_artifact
gavel	RelatedTo	rent
possession	RelatedTo	belong
controller	Synonym	administrator
watch/v	IsA	denote/v
get_good_grade	HasSubevent	graduation
render/v	IsA	show/v
nail_clipper	RelatedTo	trim
caloric	RelatedTo	hypothetical
diffraction	RelatedTo	interference
reverse/n	IsA	measure/n
brace	RelatedTo	firmly
front/n	IsA	plant_part/n
spanner	Synonym	wrench
quarterback	RelatedTo	criticism
attire/n	IsA	protection/n
identity/n	IsA	appointment/n
fellowship	RelatedTo	friendship
vampire	IsA	fictional_thing
